year,recipient_id,recipient_name,recipient_postcode,recipient_location,agency,scheme,amount,country,currency
2014,GB-TA1-SOMERSET WILDLIFE TRUST,SOMERSET WILDLIFE TRUST,TA1,TAUNTON,RPA,Agri-environment payments,"331,787.07",GB,GBP
2015,GB-DT2-EVERSHOT FARMS LTD,EVERSHOT FARMS LTD,DT2,DORCHESTER,RPA,Agri-environment-climate,"331,424.06",GB,GBP
2014,GB-DG12-M/S A S & H M McGimpsey,M/S A S & H M McGimpsey,DG12,Annan,SGRPID,Single area payment scheme,"331,154.21",GB,GBP
2014,GB-LN11-The Greenpea Company Ltd,The Greenpea Company Ltd,LN11,Louth,RPA,Aid in fruit and vegetables sector,"330,911.31",GB,GBP
2014,GB-SA31-CARMARTHENSHIRE COUNTY COUNCIL,CARMARTHENSHIRE COUNTY COUNCIL,SA31,CARMS,WG,Business creation and development,"330,544.63",GB,GBP
2014,GB-B25-The Forest Project,The Forest Project,B25,Yardley,RPA,First afforestation of agricultural land,"330,481.92",GB,GBP
2014,GB-DD8-Strathmore Farming Company,Strathmore Farming Company,DD8,Forfar,SGRPID,Single area payment scheme,"330,466.95",GB,GBP
2015,GB-NR21-RAYNHAM FARM CO LTD,RAYNHAM FARM CO LTD,NR21,FAKENHAM,RPA,Single area payment scheme,"330,041.22",GB,GBP
2014,GB-NN16-B Q Farms (South) LTD,B Q Farms (South) LTD,NN16,Kettering,RPA,Single area payment scheme,"329,744.75",GB,GBP
2014,GB-FK9-Caledonian Properties Ltd,Caledonian Properties Ltd,FK9,Stirling,SGRPID,Single area payment scheme,"329,406.92",GB,GBP
2014,GB-NG22-FRESH GROWERS LTD,FRESH GROWERS LTD,NG22,NEWARK,RPA,Aid in fruit and vegetables sector,"326,807.28",GB,GBP
2014,GB-DG8-N Forsyth & Son,N Forsyth & Son,DG8,Newton Stewart,SGRPID,Single area payment scheme,"326,676.5",GB,GBP
2014,GB-EX39-PARKHAM FARMS LIMITED,PARKHAM FARMS LIMITED,EX39,EXETER,WG,Single area payment scheme,"326,430.33",GB,GBP
2015,GB-PH1-Des J Donohoe,Des J Donohoe,PH1,PERTH,SGRPID,Investment in forest area development and improvement of the viability of forests,"326,297.21",GB,GBP
2014,GB-DD8-Lour Farms,Lour Farms,DD8,Forfar,SGRPID,Single area payment scheme,"325,449.49",GB,GBP
2014,GB-TN29-A.J.THOMPSON & SONS,A.J.THOMPSON & SONS,TN29,ROMNEY MARSH,RPA,Single area payment scheme,"325,180.35",GB,GBP
2014,GB-CA3-CUMBRIA COUNTY COUNCIL,CUMBRIA COUNTY COUNCIL,CA3,Carlisle,RPA,Encouragement of tourism activities,"325,110.97",GB,GBP
2014,GB-KT1-PETWORTH MANAGEMENT COMPANY LIMITED,PETWORTH MANAGEMENT COMPANY LIMITED,KT1,KINGSTON UPON THAMES,RPA,Non-productive investments,"325,000.02",GB,GBP
2015,GB-DD11-MESSRS GRAY & DALE,MESSRS GRAY & DALE,DD11,ARBROATH,SGRPID,Investment in forest area development and improvement of the viability of forests,"324,509.32",GB,GBP
2015,GB-SN8-R G MAY & SONS,R G MAY & SONS,SN8,MARLBOROUGH,RPA,Adding value to agricultural and forestry products,"324,385.21",GB,GBP
2015,GB-CB8-Darley Stud Management Co Ltd,Darley Stud Management Co Ltd,CB8,Newmarket,RPA,Single area payment scheme,"324,318.09",GB,GBP
2015,GB-NR13-BECKHITHE FARMS LTD,BECKHITHE FARMS LTD,NR13,NORWICH,RPA,Single area payment scheme,"324,066.97",GB,GBP
2014,GB-CA10-CROSSFELL COMMONERS ASSOCIATION,CROSSFELL COMMONERS ASSOCIATION,CA10,PENRITH,RPA,Agri-environment payments,"323,866.09",GB,GBP
2014,GB-PE12-Worths Farms Ltd,Worths Farms Ltd,PE12,Spalding,RPA,Single area payment scheme,"323,525.68",GB,GBP
2015,GB-DL2-RABY FARMS,RABY FARMS,DL2,DARLINGTON,RPA,Single area payment scheme,"323,248.13",GB,GBP
2015,GB-BT8-CASTLEREAGH BOROUGH COUNCIL,CASTLEREAGH BOROUGH COUNCIL,BT8,BELFAST,DAERA,Implementing local development strategies. Quality of life/diversification,"323,180.64",GB,GBP
2014,GB-NE61-NORTHUMBERLAND COUNTY COUNCIL,NORTHUMBERLAND COUNTY COUNCIL,NE61,MORPETH,RPA,Implementing local development strategies. Quality of life/diversification,"322,816.8",GB,GBP
2014,GB-BT35-MR DAMIEN CONLON,MR DAMIEN CONLON,BT35,NEWRY,DARDNI,Single area payment scheme,"322,182.86",GB,GBP
2014,GB-NE65-FT Walton,FT Walton,NE65,MORPETH,RPA,Agri-environment payments,"322,061.93",GB,GBP
2014,GB-AB30-Norman Thow & Partners,Norman Thow & Partners,AB30,Laurencekirk,SGRPID,Single area payment scheme,"322,057.83",GB,GBP
2014,GB-IV19-Ms E J Mackenzie & Co,Ms E J Mackenzie & Co,IV19,Ross-Shire,SGRPID,Single area payment scheme,"320,948.87",GB,GBP
2015,GB-PE32-WESTACRE FARMS,WESTACRE FARMS,PE32,KING'S LYNN,RPA,Single area payment scheme,"320,408.53",GB,GBP
2014,GB-CF11-FEDERATION OF CITY FARMS WALES,FEDERATION OF CITY FARMS WALES,CF11,CARDIFF,WG,Adding value to agricultural and forestry products,"319,832.1",GB,GBP
2015,GB-PO18-DAVID LANGMEAD,DAVID LANGMEAD,PO18,CHICHESTER,RPA,Single area payment scheme,"319,772.08",GB,GBP
2014,GB-AB21-John C McIntosh,John C McIntosh,AB21,Aberdeen,SGRPID,Single area payment scheme,"319,486.61",GB,GBP
2015,GB-DG11-Charles M Kirkpatrick,Charles M Kirkpatrick,DG11,Lockerbie,SGRPID,Single area payment scheme,"319,418.08",GB,GBP
2014,GB-PR26-WOODLAND TRUST,WOODLAND TRUST,PR26,Leyland PRESTON,RPA,First afforestation of agricultural land,"319,161.94",GB,GBP
2014,GB-TF10-J M BUBB & SON,J M BUBB & SON,TF10,NEWPORT,RPA,Adding value to agricultural and forestry products,"319,000.0",GB,GBP
2014,GB-OX20-BLENHEIM FARM PARTNERSHIP,BLENHEIM FARM PARTNERSHIP,OX20,WOODSTOCK,RPA,Agri-environment payments,"318,951.71",GB,GBP
2015,GB-PE10-J E Atkinson & Son,J E Atkinson & Son,PE10,BOURNE,RPA,Single area payment scheme,"318,522.32",GB,GBP
2015,GB-GL54-Stowell Park Estate,Stowell Park Estate,GL54,Cheltenham,RPA,Single area payment scheme,"318,410.37",GB,GBP
2015,GB-DT2-JF COBB & SONS,JF COBB & SONS,DT2,DORCHESTER,RPA,Modernisation of agricultural holdings,"318,311.97",GB,GBP
2015,GB-NR35-WAVENEY MUSHROOMS LTD,WAVENEY MUSHROOMS LTD,NR35,BUNGAY,RPA,Aid in fruit and vegetables sector,"318,036.07",GB,GBP
2014,GB-CF63-THE VALE OF GLAMORGAN COUNCIL,THE VALE OF GLAMORGAN COUNCIL,CF63,VALE OF GLAMORGAN,WG,Basic services for the economy and rural population,"317,545.23",GB,GBP
2015,GB-DN22-JOSEPH CAMM FARMS LTD,JOSEPH CAMM FARMS LTD,DN22,RETFORD,RPA,Single area payment scheme,"317,232.02",GB,GBP
2015,GB-LN2-TRUELOVE PROPERTY AND CONSTRUCTION LTD,TRUELOVE PROPERTY AND CONSTRUCTION LTD,LN2,LINCOLN,RPA,Single area payment scheme,"317,007.5",GB,GBP
2014,GB-DG8-Iain Service& Co Ltd,Iain Service& Co Ltd,DG8,NEWTON STEWART,SGRPID,Single area payment scheme,"316,888.16",GB,GBP
2014,GB-TD11-R & J McDonald,R & J McDonald,TD11,DUNS,SGRPID,Single area payment scheme,"316,763.94",GB,GBP
2015,GB-TN12-S G T LTD,S G T LTD,TN12,TONBRIDGE,RPA,Aid in fruit and vegetables sector,"316,579.36",GB,GBP
2014,GB-BH21-ST GILES FARMS LTD,ST GILES FARMS LTD,BH21,WIMBORNE,RPA,Single area payment scheme,"316,222.05",GB,GBP
2014,GB-AB32-Dunecht Home Farms,Dunecht Home Farms,AB32,WESTHILL,SGRPID,Single area payment scheme,"316,116.17",GB,GBP
2014,GB-NR12-WROXHAM HOME FARMS,WROXHAM HOME FARMS,NR12,NORWICH,RPA,Single area payment scheme,"315,767.37",GB,GBP
2014,GB-SG5-Pilkington Farms Partnership,Pilkington Farms Partnership,SG5,HITCHIN,RPA,Single area payment scheme,"315,513.12",GB,GBP
2014,GB-EX16-COVERHEAD FARMS,COVERHEAD FARMS,EX16,Tiverton,RPA,Agri-environment payments,"315,509.2",GB,GBP
2014,GB-RH18-CONSERVATORS OF ASHDOWN FOREST,CONSERVATORS OF ASHDOWN FOREST,RH18,FOREST ROW,RPA,Agri-environment payments,"315,164.0",GB,GBP
2014,GB-NG32-Terrace Hills Farm LLP,Terrace Hills Farm LLP,NG32,GRANTHAM,RPA,Single area payment scheme,"314,531.41",GB,GBP
2014,GB-AB42-Auchtydore Farms,Auchtydore Farms,AB42,Peterhead,SGRPID,Single area payment scheme,"314,382.45",GB,GBP
2014,GB-SO23-Hampshire County Council,Hampshire County Council,SO23,Winchester,RPA,Implementing local development strategies. Quality of life/diversification,"314,330.01",GB,GBP
2014,GB-DN14-D A PLATT,D A PLATT,DN14,GOOLE,RPA,Single area payment scheme,"313,982.47",GB,GBP
2015,GB-GL7-CIRENCESTER PARK FARMS LTD,CIRENCESTER PARK FARMS LTD,GL7,CIRENCESTER,RPA,Single area payment scheme,"313,284.14",GB,GBP
2014,GB-GL7-CIRENCESTER PARK FARMS LTD,CIRENCESTER PARK FARMS LTD,GL7,CIRENCESTER,RPA,Single area payment scheme,"313,221.83",GB,GBP
2015,GB-NR35-Copyfarm(Blackmore)LTD,Copyfarm(Blackmore)LTD,NR35,BUNGAY,RPA,Single area payment scheme,"313,168.41",GB,GBP
2014,GB-NP25-ANCRE HILL VINEYARD,ANCRE HILL VINEYARD,NP25,Wales,WG,Adding value to agricultural and forestry products,"313,101.29",GB,GBP
2015,GB-NR10-MANOR FARM PARTNERSHIP,MANOR FARM PARTNERSHIP,NR10,NORWICH,RPA,Single area payment scheme,"313,006.0",GB,GBP
2014,GB-DG1-Mr R McBride & Son,Mr R McBride & Son,DG1,Dumfries,SGRPID,Single area payment scheme,"312,699.94",GB,GBP
2014,GB-SO32-The Hampshire and Isle of Wight Wildlife Trust,The Hampshire and Isle of Wight Wildlife Trust,SO32,SOUTHAMPTON,RPA,Single area payment scheme,"312,497.41",GB,GBP
2015,GB-PE33-Maurice Mason Ltd,Maurice Mason Ltd,PE33,Kings Lynn,RPA,Single area payment scheme,"312,142.39",GB,GBP
2014,GB-SG14-WALLINGTON FARMS,WALLINGTON FARMS,SG14,WATTON AT STONE,RPA,Single area payment scheme,"311,912.31",GB,GBP
2014,GB-OX20-BLENHEIM FARM PARTNERSHIP,BLENHEIM FARM PARTNERSHIP,OX20,WOODSTOCK,RPA,Single area payment scheme,"311,692.21",GB,GBP
2015,GB-NN16-B Q Farms (South) LTD,B Q Farms (South) LTD,NN16,Kettering,RPA,Non-productive investments,"311,596.17",GB,GBP
2015,GB-DG2-Crochmore Farms Limited,Crochmore Farms Limited,DG2,DUMFRIES,SGRPID,Single area payment scheme,"311,586.7",GB,GBP
2014,GB-AB41-Auchmacoy Estate,Auchmacoy Estate,AB41,Ellon,SGRPID,Single area payment scheme,"311,416.98",GB,GBP
2015,GB-DD9-Conagleann Ltd t/a Dunmaglass Estate,Conagleann Ltd t/a Dunmaglass Estate,DD9,BRECHIN,SGRPID,Investment in forest area development and improvement of the viability of forests,"310,634.86",GB,GBP
2015,GB-PE16-A & E G HEADING LTD,A & E G HEADING LTD,PE16,CHATTERIS,RPA,Single area payment scheme,"309,837.7",GB,GBP
2014,GB-SA31-CARMARTHENSHIRE COUNTY COUNCIL,CARMARTHENSHIRE COUNTY COUNCIL,SA31,CARMS,WG,"Skills acquisition, animation and implementation of local development strategies","309,490.32",GB,GBP
2014,GB-CA7-CALDBECK COMMONERS ASSOCIATION,CALDBECK COMMONERS ASSOCIATION,CA7,WIGTON,RPA,Agri-environment payments,"308,826.3",GB,GBP
2014,GB-SP5-RUSHMORE ESTATE,RUSHMORE ESTATE,SP5,SALISBURY,RPA,Single area payment scheme,"308,228.7",GB,GBP
2015,GB-NE61-NORTHUMBERLAND COUNTY COUNCIL,NORTHUMBERLAND COUNTY COUNCIL,NE61,MORPETH,RPA,Business creation and development,"308,198.81",GB,GBP
2015,GB-SA67-PLANED,PLANED,SA67,PEMBS,WG,Technical Assistance,"308,001.98",GB,GBP
2014,GB-LN4-BLANKNEY ESTATES LTD,BLANKNEY ESTATES LTD,LN4,LINCOLN,RPA,Agri-environment payments,"307,997.55",GB,GBP
2014,GB-IV18-Balnagown Castle Prop Ltd,Balnagown Castle Prop Ltd,IV18,Kildary,SGRPID,First afforestation of agricultural land,"307,812.77",GB,GBP
2014,GB-IP24-Wrights of Brettenham,Wrights of Brettenham,IP24,THETFORD,RPA,Single area payment scheme,"307,692.56",GB,GBP
2015,GB-BT80-COOKSTOWN DISTRICT COUNCIL,COOKSTOWN DISTRICT COUNCIL,BT80,COOKSTOWN,DAERA,"Running the local action group, acquiring skills and animating the territory","307,647.36",GB,GBP
2014,GB-EH27-Dalmahoy Farms,Dalmahoy Farms,EH27,KIRKNEWTON,SGRPID,Single area payment scheme,"307,553.45",GB,GBP
2014,GB-TN12-S G T LTD,S G T LTD,TN12,TONBRIDGE,RPA,Aid in fruit and vegetables sector,"307,505.25",GB,GBP
2014,GB-NN7-TRUSTEES EIGHTH EARL SPENCER SETTLEMENT,TRUSTEES EIGHTH EARL SPENCER SETTLEMENT,NN7,NORTHAMPTON,RPA,Single area payment scheme,"307,339.38",GB,GBP
2014,GB-DN22-STRAWSON G D,STRAWSON G D,DN22,RETFORD,RPA,Single area payment scheme,"307,027.29",GB,GBP
2015,GB-PE22-B BUSH & SONS,B BUSH & SONS,PE22,BOSTON,RPA,Single area payment scheme,"306,665.14",GB,GBP
2015,GB-NN16-B Q Farms (South) LTD,B Q Farms (South) LTD,NN16,Kettering,RPA,Single area payment scheme,"306,218.08",GB,GBP
2015,GB-IP6-SUFFOLK WILDLIFE TRUST,SUFFOLK WILDLIFE TRUST,IP6,IPSWICH,RPA,Single area payment scheme,"306,161.6",GB,GBP
2014,GB-PH22-Speyside Trust,Speyside Trust,PH22,Aviemore,SGRPID,Conservation and upgrading of the rural heritage,"305,950.67",GB,GBP
2014,GB-NN6-COTTESBROOKE ESTATE COMPANY,COTTESBROOKE ESTATE COMPANY,NN6,NORTHAMPTON,RPA,Single area payment scheme,"305,913.98",GB,GBP
2015,GB-PH33-Clan Donald Land Trust,Clan Donald Land Trust,PH33,FORT WILLIAM,SGRPID,Investment in forest area development and improvement of the viability of forests,"305,727.73",GB,GBP
2015,GB-CV37-Stoneleigh Abbey Ltd,Stoneleigh Abbey Ltd,CV37,Stratford,RPA,Non-productive investments,"305,651.66",GB,GBP
2015,GB-SP11-Middleton Estate,Middleton Estate,SP11,ANDOVER,RPA,Single area payment scheme,"304,919.76",GB,GBP
2014,GB-AB55-Backmuir Trading Ltd,Backmuir Trading Ltd,AB55,Banffshire,SGRPID,Single area payment scheme,"303,973.36",GB,GBP
2014,GB-PE33-ALBANWISE LTD,ALBANWISE LTD,PE33,KING'S LYNN,RPA,Single area payment scheme,"303,742.92",GB,GBP
2014,GB-AB56-Old Cullen Farms,Old Cullen Farms,AB56,Buckie,SGRPID,Single area payment scheme,"303,591.04",GB,GBP
2014,GB-CH7-FLINTSHIRE COUNTY COUNCIL,FLINTSHIRE COUNTY COUNCIL,CH7,Wales,WG,Basic services for the economy and rural population,"303,268.63",GB,GBP
2014,GB-DN14-M H POSKITT LTD,M H POSKITT LTD,DN14,GOOLE,RPA,Single area payment scheme,"303,199.46",GB,GBP
2014,GB-AB42-M.A.C.B.I,M.A.C.B.I,AB42,Mintlaw,SGRPID,Basic services for the economy and rural population,"303,018.9",GB,GBP
2014,GB-OX10-DC & RJ ALLEN & PARTNERS,DC & RJ ALLEN & PARTNERS,OX10,WALLINGFORD,RPA,Single area payment scheme,"302,806.96",GB,GBP
2014,GB-PE28-GC Field & Sons,GC Field & Sons,PE28,HUNTINGDON,RPA,Single area payment scheme,"302,210.03",GB,GBP
2014,GB-GL20-OVERBURY FARMS,OVERBURY FARMS,GL20,TEWKESBURY,RPA,Single area payment scheme,"301,961.16",GB,GBP
2014,GB-CB4-Barton Bendish Farming Limited,Barton Bendish Farming Limited,CB4,CAMBRIDGE,RPA,Single area payment scheme,"301,778.19",GB,GBP
2014,GB-DN22-KNIGHTWOOD TRUST FARMS LTD,KNIGHTWOOD TRUST FARMS LTD,DN22,RETFORD,RPA,Single area payment scheme,"301,648.44",GB,GBP
2014,GB-SN8-Three Counties Farms Ltd,Three Counties Farms Ltd,SN8,MARLBOROUGH,RPA,Single area payment scheme,"301,533.57",GB,GBP
2014,GB-DD9-Careston Ltd,Careston Ltd,DD9,Brechin,SGRPID,Single area payment scheme,"301,256.38",GB,GBP
2014,GB-IV2-Andrew C Smith,Andrew C Smith,IV2,INVERNESS,SGRPID,Single area payment scheme,"301,170.65",GB,GBP
2014,GB-YO13-Fylingdales Moor ESS Ltd,Fylingdales Moor ESS Ltd,YO13,SCARBOROUGH,RPA,Agri-environment payments,"300,839.68",GB,GBP
2014,GB-SN9-SARGENT & WAIGHT,SARGENT & WAIGHT,SN9,PEWSEY,RPA,Agri-environment payments,"300,262.42",GB,GBP
2015,GB-TN29-A.J.THOMPSON & SONS,A.J.THOMPSON & SONS,TN29,ROMNEY MARSH,RPA,Single area payment scheme,"300,003.73",GB,GBP
2014,GB-YO7-G A ROBSON & SON,G A ROBSON & SON,YO7,THIRSK,RPA,Single area payment scheme,"299,962.39",GB,GBP
2015,GB-SO32-The Hampshire and Isle of Wight Wildlife Trust,The Hampshire and Isle of Wight Wildlife Trust,SO32,SOUTHAMPTON,RPA,Single area payment scheme,"299,868.73",GB,GBP
2014,GB-G84-JAMES STURGEON AND SON,JAMES STURGEON AND SON,G84,Helensburgh,SGRPID,Single area payment scheme,"299,796.03",GB,GBP
2015,GB-BA14-Wiltshire Council,Wiltshire Council,BA14,Trowbridge,RPA,Business creation and development,"299,078.52",GB,GBP
2014,GB-NE66-LINHOPE FARMING PARTNERSHIP,LINHOPE FARMING PARTNERSHIP,NE66,ALNWICK,RPA,Agri-environment payments,"298,768.58",GB,GBP
2014,GB-SY8-DOWNTON ESTATES LTD,DOWNTON ESTATES LTD,SY8,LUDLOW,RPA,Single area payment scheme,"298,592.1",GB,GBP
2014,GB-SY8-W J BRICK & SON,W J BRICK & SON,SY8,LUDLOW,RPA,Single area payment scheme,"298,449.47",GB,GBP
2015,GB-NE66-PERCY FARMS,PERCY FARMS,NE66,LONGHOUGHTON,RPA,Agri-environment-climate,"298,384.64",GB,GBP
2015,GB-NG33-ANCASTER ESTATES,ANCASTER ESTATES,NG33,GRANTHAM,RPA,Single area payment scheme,"298,023.89",GB,GBP
2014,GB-NN9-R W BEATY & SONS,R W BEATY & SONS,NN9,WELLINGBOROUGH,RPA,Single area payment scheme,"297,989.18",GB,GBP
2014,GB-LU7-ASCOTT FARMS LIMITED,ASCOTT FARMS LIMITED,LU7,LEIGHTON BUZZARD,RPA,Single area payment scheme,"296,976.78",GB,GBP
2014,GB-PE33-ALBANWISE LTD,ALBANWISE LTD,PE33,KING'S LYNN,RPA,Agri-environment payments,"296,704.63",GB,GBP
2014,GB-BT52-BALLYRASHANE CO-OP,BALLYRASHANE CO-OP,BT52,COLERAINE,DARDNI,Adding value to agricultural and forestry products,"296,295.0",GB,GBP
2015,GB-EH30-The Rosebery Estate Partnership,The Rosebery Estate Partnership,EH30,SOUTH QUEENSFERRY,SGRPID,Single area payment scheme,"296,120.31",GB,GBP
2014,GB-NR24-STODY ESTATE LTD,STODY ESTATE LTD,NR24,MELTON CONSTABLE,RPA,Single area payment scheme,"295,929.01",GB,GBP
2014,GB-NG33-Buckminster Farms Limited,Buckminster Farms Limited,NG33,GRANTHAM,RPA,Agri-environment payments,"295,910.8",GB,GBP
2014,GB-PE19-R H TOPHAM & SONS LTD,R H TOPHAM & SONS LTD,PE19,ST. NEOTS,RPA,Single area payment scheme,"295,851.08",GB,GBP
2014,GB-TN25-R L GOODMAN & SON,R L GOODMAN & SON,TN25,ASHFORD,RPA,Single area payment scheme,"295,696.74",GB,GBP
2015,GB-EH11-The National Trust For Scotland,The National Trust For Scotland,EH11,EDINBURGH,SGRPID,Single area payment scheme,"295,671.75",GB,GBP
2014,GB-TD5-T W & T B Edgar Limited,T W & T B Edgar Limited,TD5,KELSO,SGRPID,Single area payment scheme,"295,506.84",GB,GBP
2015,GB-BH21-ST GILES FARMS LTD,ST GILES FARMS LTD,BH21,WIMBORNE,RPA,Single area payment scheme,"295,384.01",GB,GBP
2015,GB-S80-WELBECK ESTATES CO LTD,WELBECK ESTATES CO LTD,S80,WORKSOP,RPA,Single area payment scheme,"294,302.77",GB,GBP
2014,GB-IV28-Acheilidh S S Club,Acheilidh S S Club,IV28,Rogart,SGRPID,First afforestation of agricultural land,"294,097.92",GB,GBP
2014,GB-EX2-Devon County Council,Devon County Council,EX2,Exeter,RPA,Implementing local development strategies. Quality of life/diversification,"294,060.97",GB,GBP
2014,GB-BA1-Queensquare Farming Limited,Queensquare Farming Limited,BA1,BATH,RPA,Single area payment scheme,"293,998.02",GB,GBP
2014,GB-PE10-J E Atkinson & Son,J E Atkinson & Son,PE10,BOURNE,RPA,Single area payment scheme,"293,772.53",GB,GBP
2015,GB-LL36-LLANLLWYDA CYF,LLANLLWYDA CYF,LL36,GWYNEDD,WG,Single area payment scheme,"293,669.78",GB,GBP
2015,GB-TD15-PENMAR FARMING LIMITED,PENMAR FARMING LIMITED,TD15,BERWICK-UPON-TWEED,RPA,Single area payment scheme,"293,591.1",GB,GBP
2014,GB-SN10-HN HOOPER & SONS,HN HOOPER & SONS,SN10,DEVIZES,RPA,Single area payment scheme,"293,338.52",GB,GBP
2014,GB-CM77-PATTISWICK HALL FARMS,PATTISWICK HALL FARMS,CM77,BRAINTREE,RPA,Single area payment scheme,"292,859.84",GB,GBP
2014,GB-DG8-N Forsyth & Son,N Forsyth & Son,DG8,Newton Stewart,SGRPID,Modernisation of agricultural holdings,"291,775.38",GB,GBP
2014,GB-DL8-Wemmergill Estates LLP,Wemmergill Estates LLP,DL8,BEDALE,RPA,Agri-environment payments,"291,698.21",GB,GBP
2014,GB-DN14-Farmcare Trading Ltd,Farmcare Trading Ltd,DN14,GOOLE,RPA,Agri-environment payments,"291,265.85",GB,GBP
2015,GB-PE12-Worths Farms Ltd,Worths Farms Ltd,PE12,Spalding,RPA,Single area payment scheme,"290,915.34",GB,GBP
2014,GB-NE61-NORTHUMBERLAND COUNTY COUNCIL,NORTHUMBERLAND COUNTY COUNCIL,NE61,MORPETH,RPA,Business creation and development,"290,190.63",GB,GBP
2015,GB-DN14-KNIGHTWOOD TRUST FARMS LTD,KNIGHTWOOD TRUST FARMS LTD,DN14,GOOLE,RPA,Single area payment scheme,"289,678.83",GB,GBP
2014,GB-LN4-Dennis Estates,Dennis Estates,LN4,LINCOLN,RPA,Single area payment scheme,"289,623.79",GB,GBP
2014,GB-DN16-NORTH LINCOLNSHIRE COUNCIL,NORTH LINCOLNSHIRE COUNCIL,DN16,SCUNTHORPE,RPA,Implementing local development strategies. Quality of life/diversification,"289,577.11",GB,GBP
2014,GB-PE22-B BUSH & SONS,B BUSH & SONS,PE22,BOSTON,RPA,Single area payment scheme,"289,557.98",GB,GBP
2015,GB-NG22-THORESBY HOME FARM,THORESBY HOME FARM,NG22,NEWARK,RPA,Single area payment scheme,"289,329.05",GB,GBP
2015,GB-SG14-WALLINGTON FARMS,WALLINGTON FARMS,SG14,WATTON AT STONE,RPA,Single area payment scheme,"289,309.79",GB,GBP
2015,GB-DG11-WHS Hotts,WHS Hotts,DG11,LOCKERBIE,SGRPID,Single area payment scheme,"288,856.67",GB,GBP
2014,GB-NE66-HAREHOPE FARMS LTD,HAREHOPE FARMS LTD,NE66,ALNWICK,RPA,Single area payment scheme,"288,718.92",GB,GBP
2014,GB-KY10-M/S John Stevenson & Co,M/S John Stevenson & Co,KY10,ANSTRUTHER,SGRPID,Single area payment scheme,"288,664.58",GB,GBP
2014,GB-PE28-EAYRS M R,EAYRS M R,PE28,HUNTINGDON,RPA,Single area payment scheme,"288,477.25",GB,GBP
2015,GB-KW17-Birsay Community Association,Birsay Community Association,KW17,ORKNEY,SGRPID,Basic services and village renewal in rural areas,"288,426.77",GB,GBP
2014,GB-CO7-Plantsman PO Ltd,Plantsman PO Ltd,CO7,Essex,RPA,Aid in fruit and vegetables sector,"288,018.66",GB,GBP
2014,GB-LN3-Rainthorpe Farms Ltd,Rainthorpe Farms Ltd,LN3,LINCOLN,RPA,Single area payment scheme,"287,841.16",GB,GBP
2015,GB-DN14-M H POSKITT LTD,M H POSKITT LTD,DN14,GOOLE,RPA,Single area payment scheme,"287,525.58",GB,GBP
2014,GB-TF12-BARROW FARMS,BARROW FARMS,TF12,BROSELEY,RPA,Single area payment scheme,"287,405.01",GB,GBP
2014,GB-BN18-NORFOLK ESTATE FARMS LTD,NORFOLK ESTATE FARMS LTD,BN18,ARUNDEL,RPA,Single area payment scheme,"287,242.67",GB,GBP
2014,GB-TR4-CORNWALL WILDLIFE TRUST,CORNWALL WILDLIFE TRUST,TR4,TRURO,RPA,Agri-environment payments,"287,191.06",GB,GBP
2014,GB-IP7-HEATHPATCH LTD,HEATHPATCH LTD,IP7,IPSWICH,RPA,Single area payment scheme,"286,854.42",GB,GBP
2015,GB-SG5-Pilkington Farms Partnership,Pilkington Farms Partnership,SG5,HITCHIN,RPA,Single area payment scheme,"286,428.25",GB,GBP
2015,GB-TA4-M.E.J. and P.J. White,M.E.J. and P.J. White,TA4,TAUNTON,RPA,Modernisation of agricultural holdings,"286,352.56",GB,GBP
2015,GB-TN25-R L GOODMAN & SON,R L GOODMAN & SON,TN25,ASHFORD,RPA,Single area payment scheme,"286,098.33",GB,GBP
2015,GB-SO32-The Hampshire and Isle of Wight Wildlife Trust,The Hampshire and Isle of Wight Wildlife Trust,SO32,SOUTHAMPTON,RPA,Agri-environment-climate,"285,899.21",GB,GBP
2014,GB-PE32-THE WICKEN FARMS CO,THE WICKEN FARMS CO,PE32,KING'S LYNN,RPA,Single area payment scheme,"285,054.45",GB,GBP
2014,GB-CA19-Eskdale & Scafell Commoners Association,Eskdale & Scafell Commoners Association,CA19,Holmrook,RPA,Non-productive investments,"284,926.3",GB,GBP
2015,GB-BT24-THE NATIONAL TRUST,THE NATIONAL TRUST,BT24,BALLYNAHINCH,DAERA,Agri-environment payments,"284,558.98",GB,GBP
2014,GB-BT42-BALLYMENA BOROUGH COUNCIL,BALLYMENA BOROUGH COUNCIL,BT42,BALLYMENA,DARDNI,"Running the local action group, acquiring skills and animating the territory","284,556.32",GB,GBP
2014,GB-YO24-YORKSHIRE WILDLIFE TRUST,YORKSHIRE WILDLIFE TRUST,YO24,YORK,RPA,Agri-environment payments,"284,535.01",GB,GBP
2015,GB-OX20-BLENHEIM FARM PARTNERSHIP,BLENHEIM FARM PARTNERSHIP,OX20,WOODSTOCK,RPA,Single area payment scheme,"284,468.8",GB,GBP
2015,GB-CV8-AHDB,AHDB,CV8,KENILWORTH,RPA,Promotion measures,"284,436.68",GB,GBP
2014,GB-KA26-Glenapp Estate Company Ltd,Glenapp Estate Company Ltd,KA26,GIRVAN,SGRPID,Single area payment scheme,"284,377.41",GB,GBP
2014,GB-SA67-PLANED,PLANED,SA67,PEMBS,WG,Technical Assistance,"283,755.04",GB,GBP
